job_no,job_type_prediction
Id-26994,"Pharmaceutical, Healthcare and Medical Sales"
Id-26996,"Pharmaceutical, Healthcare and Medical Sales"
Id-27000,"Pharmaceutical, Healthcare and Medical Sales"
Id-27001,Clinical Research
Id-27003,"Pharmaceutical, Healthcare and Medical Sales"
Id-27004,Clinical Research
Id-27006,"Pharmaceutical, Healthcare and Medical Sales"
Id-27009,"Pharmaceutical, Healthcare and Medical Sales"
Id-27013,Clinical Research
Id-27014,"Pharmaceutical, Healthcare and Medical Sales"
Id-27015,"Pharmaceutical, Healthcare and Medical Sales"
Id-27016,"Pharmaceutical, Healthcare and Medical Sales"
Id-27017,Clinical Research
Id-27021,"Pharmaceutical, Healthcare and Medical Sales"
Id-27023,"Pharmaceutical, Healthcare and Medical Sales"
Id-27026,"Pharmaceutical, Healthcare and Medical Sales"
Id-27030,"Pharmaceutical, Healthcare and Medical Sales"
Id-27031,"Pharmaceutical, Healthcare and Medical Sales"
Id-27033,"Pharmaceutical, Healthcare and Medical Sales"
Id-27036,Clinical Research
Id-27038,Clinical Research
Id-27040,Clinical Research
Id-27049,"Pharmaceutical, Healthcare and Medical Sales"
Id-27050,Clinical Research
Id-27052,"Pharmaceutical, Healthcare and Medical Sales"
Id-27055,"Pharmaceutical, Healthcare and Medical Sales"
Id-27056,Clinical Research
Id-27058,"Pharmaceutical, Healthcare and Medical Sales"
Id-27060,Clinical Research
Id-27062,"Pharmaceutical, Healthcare and Medical Sales"
Id-27063,"Pharmaceutical, Healthcare and Medical Sales"
Id-27064,"Pharmaceutical, Healthcare and Medical Sales"
Id-27081,"Pharmaceutical, Healthcare and Medical Sales"
Id-27082,Clinical Research
Id-27084,Clinical Research
Id-27085,"Pharmaceutical, Healthcare and Medical Sales"
Id-27086,Clinical Research
Id-27087,Clinical Research
Id-27089,"Pharmaceutical, Healthcare and Medical Sales"
Id-27092,"Pharmaceutical, Healthcare and Medical Sales"
Id-27095,Clinical Research
Id-27097,"Pharmaceutical, Healthcare and Medical Sales"
Id-27102,Clinical Research
Id-27108,"Pharmaceutical, Healthcare and Medical Sales"
Id-27112,Clinical Research
Id-27117,"Pharmaceutical, Healthcare and Medical Sales"
Id-27118,"Pharmaceutical, Healthcare and Medical Sales"
Id-27125,"Pharmaceutical, Healthcare and Medical Sales"
Id-27129,"Pharmaceutical, Healthcare and Medical Sales"
Id-27131,"Pharmaceutical, Healthcare and Medical Sales"
Id-27133,"Pharmaceutical, Healthcare and Medical Sales"
Id-27134,"Pharmaceutical, Healthcare and Medical Sales"
Id-27135,"Pharmaceutical, Healthcare and Medical Sales"
Id-27138,Clinical Research
Id-27140,Clinical Research
Id-27141,"Pharmaceutical, Healthcare and Medical Sales"
Id-27142,"Pharmaceutical, Healthcare and Medical Sales"
Id-27146,Clinical Research
Id-27148,Clinical Research
Id-27149,"Pharmaceutical, Healthcare and Medical Sales"
Id-27151,Clinical Research
Id-27154,Clinical Research
Id-27157,Clinical Research
Id-27158,"Pharmaceutical, Healthcare and Medical Sales"
Id-27166,"Pharmaceutical, Healthcare and Medical Sales"
Id-27167,"Pharmaceutical, Healthcare and Medical Sales"
Id-27168,Clinical Research
Id-27170,Clinical Research
Id-27171,Clinical Research
Id-27172,"Pharmaceutical, Healthcare and Medical Sales"
Id-27173,"Pharmaceutical, Healthcare and Medical Sales"
Id-27175,"Pharmaceutical, Healthcare and Medical Sales"
Id-27176,"Pharmaceutical, Healthcare and Medical Sales"
Id-27177,"Pharmaceutical, Healthcare and Medical Sales"
Id-27179,Clinical Research
Id-27180,"Pharmaceutical, Healthcare and Medical Sales"
Id-27181,"Pharmaceutical, Healthcare and Medical Sales"
Id-27183,"Pharmaceutical, Healthcare and Medical Sales"
Id-27184,"Pharmaceutical, Healthcare and Medical Sales"
Id-27186,Clinical Research
Id-27188,Clinical Research
Id-27190,"Pharmaceutical, Healthcare and Medical Sales"
Id-27192,"Pharmaceutical, Healthcare and Medical Sales"
Id-27194,Clinical Research
Id-27195,Clinical Research
Id-27196,Clinical Research
Id-27200,Clinical Research
Id-27201,"Pharmaceutical, Healthcare and Medical Sales"
Id-27203,"Pharmaceutical, Healthcare and Medical Sales"
Id-27206,Clinical Research
Id-27208,Clinical Research
Id-27213,"Pharmaceutical, Healthcare and Medical Sales"
Id-27214,Clinical Research
Id-27216,Clinical Research
Id-27217,Clinical Research
Id-27218,"Pharmaceutical, Healthcare and Medical Sales"
Id-27223,"Pharmaceutical, Healthcare and Medical Sales"
Id-27226,Clinical Research
Id-27228,Clinical Research
Id-27230,"Pharmaceutical, Healthcare and Medical Sales"
Id-27231,"Pharmaceutical, Healthcare and Medical Sales"
Id-27232,"Pharmaceutical, Healthcare and Medical Sales"
Id-27234,Clinical Research
Id-27236,"Pharmaceutical, Healthcare and Medical Sales"
Id-27239,"Pharmaceutical, Healthcare and Medical Sales"
Id-27240,"Pharmaceutical, Healthcare and Medical Sales"
Id-27246,Clinical Research
Id-27247,Clinical Research
Id-27249,"Pharmaceutical, Healthcare and Medical Sales"
Id-27250,"Pharmaceutical, Healthcare and Medical Sales"
Id-27251,"Pharmaceutical, Healthcare and Medical Sales"
Id-27252,"Pharmaceutical, Healthcare and Medical Sales"
Id-27257,Clinical Research
Id-27258,Clinical Research
Id-27259,"Pharmaceutical, Healthcare and Medical Sales"
Id-27262,"Pharmaceutical, Healthcare and Medical Sales"
Id-27266,Manufacturing & Operations
Id-27267,"Pharmaceutical, Healthcare and Medical Sales"
Id-27268,"Pharmaceutical, Healthcare and Medical Sales"
Id-27272,Clinical Research
Id-27276,Clinical Research
Id-27278,"Pharmaceutical, Healthcare and Medical Sales"
Id-27281,"Pharmaceutical, Healthcare and Medical Sales"
Id-27285,Manufacturing & Operations
Id-27287,"Pharmaceutical, Healthcare and Medical Sales"
Id-27288,"Pharmaceutical, Healthcare and Medical Sales"
Id-27291,"Pharmaceutical, Healthcare and Medical Sales"
Id-27294,Clinical Research
Id-27295,"Pharmaceutical, Healthcare and Medical Sales"
Id-27296,"Pharmaceutical, Healthcare and Medical Sales"
Id-27297,"Pharmaceutical, Healthcare and Medical Sales"
Id-27298,Clinical Research
Id-27308,"Pharmaceutical, Healthcare and Medical Sales"
Id-27310,"Pharmaceutical, Healthcare and Medical Sales"
Id-27315,"Pharmaceutical, Healthcare and Medical Sales"
Id-27316,Clinical Research
Id-27318,"Pharmaceutical, Healthcare and Medical Sales"
Id-27322,Clinical Research
Id-27326,Clinical Research
Id-27328,Clinical Research
Id-27329,Clinical Research
Id-27330,"Pharmaceutical, Healthcare and Medical Sales"
Id-27331,Clinical Research
Id-27333,Clinical Research
Id-27336,"Pharmaceutical, Healthcare and Medical Sales"
Id-27338,Clinical Research
Id-27339,"Pharmaceutical, Healthcare and Medical Sales"
Id-27340,"Pharmaceutical, Healthcare and Medical Sales"
Id-27343,Clinical Research
Id-27344,"Pharmaceutical, Healthcare and Medical Sales"
Id-27345,"Pharmaceutical, Healthcare and Medical Sales"
Id-27353,Clinical Research
Id-27354,"Pharmaceutical, Healthcare and Medical Sales"
Id-27357,"Pharmaceutical, Healthcare and Medical Sales"
Id-27358,"Pharmaceutical, Healthcare and Medical Sales"
Id-27359,"Pharmaceutical, Healthcare and Medical Sales"
Id-27361,"Pharmaceutical, Healthcare and Medical Sales"
Id-27367,"Pharmaceutical, Healthcare and Medical Sales"
Id-27369,Clinical Research
Id-27370,"Pharmaceutical, Healthcare and Medical Sales"
Id-27371,Clinical Research
Id-27372,"Pharmaceutical, Healthcare and Medical Sales"
Id-27374,Clinical Research
Id-27375,"Pharmaceutical, Healthcare and Medical Sales"
Id-27379,Clinical Research
Id-27380,"Pharmaceutical, Healthcare and Medical Sales"
Id-27381,"Pharmaceutical, Healthcare and Medical Sales"
Id-27383,"Pharmaceutical, Healthcare and Medical Sales"
Id-27387,Clinical Research
Id-27390,"Pharmaceutical, Healthcare and Medical Sales"
Id-27393,"Pharmaceutical, Healthcare and Medical Sales"
Id-27395,"Pharmaceutical, Healthcare and Medical Sales"
Id-27400,"Pharmaceutical, Healthcare and Medical Sales"
Id-27401,"Pharmaceutical, Healthcare and Medical Sales"
Id-27402,"Pharmaceutical, Healthcare and Medical Sales"
Id-27405,Clinical Research
Id-27406,"Pharmaceutical, Healthcare and Medical Sales"
Id-27408,"Pharmaceutical, Healthcare and Medical Sales"
Id-27409,Clinical Research
Id-27411,"Pharmaceutical, Healthcare and Medical Sales"
Id-27415,Clinical Research
Id-27418,Manufacturing & Operations
Id-27420,"Pharmaceutical, Healthcare and Medical Sales"
Id-27423,Clinical Research
Id-27425,Clinical Research
Id-27429,"Pharmaceutical, Healthcare and Medical Sales"
Id-27432,"Pharmaceutical, Healthcare and Medical Sales"
Id-27433,"Pharmaceutical, Healthcare and Medical Sales"
Id-27434,"Pharmaceutical, Healthcare and Medical Sales"
Id-27435,Clinical Research
Id-27438,Clinical Research
Id-27440,"Pharmaceutical, Healthcare and Medical Sales"
Id-27449,"Pharmaceutical, Healthcare and Medical Sales"
Id-27450,Clinical Research
Id-27452,Clinical Research
Id-27454,Clinical Research
Id-27455,Clinical Research
Id-27456,"Pharmaceutical, Healthcare and Medical Sales"
Id-27458,"Pharmaceutical, Healthcare and Medical Sales"
Id-27461,"Pharmaceutical, Healthcare and Medical Sales"
Id-27462,Clinical Research
Id-27463,Clinical Research
Id-27465,"Pharmaceutical, Healthcare and Medical Sales"
Id-27468,Clinical Research
Id-27469,Clinical Research
Id-27472,"Pharmaceutical, Healthcare and Medical Sales"
Id-27476,"Pharmaceutical, Healthcare and Medical Sales"
Id-27477,"Pharmaceutical, Healthcare and Medical Sales"
Id-27480,"Pharmaceutical, Healthcare and Medical Sales"
Id-27482,"Pharmaceutical, Healthcare and Medical Sales"
Id-27484,"Pharmaceutical, Healthcare and Medical Sales"
Id-27487,"Pharmaceutical, Healthcare and Medical Sales"
Id-27489,Clinical Research
Id-27490,"Pharmaceutical, Healthcare and Medical Sales"
Id-27493,"Pharmaceutical, Healthcare and Medical Sales"
Id-27495,Clinical Research
Id-27497,Clinical Research
Id-27499,"Pharmaceutical, Healthcare and Medical Sales"
Id-27503,"Pharmaceutical, Healthcare and Medical Sales"
Id-27504,Clinical Research
Id-27505,Clinical Research
Id-27506,Clinical Research
Id-27507,Clinical Research
Id-27511,"Pharmaceutical, Healthcare and Medical Sales"
Id-27513,"Pharmaceutical, Healthcare and Medical Sales"
Id-27514,Clinical Research
Id-27515,"Pharmaceutical, Healthcare and Medical Sales"
Id-27516,"Pharmaceutical, Healthcare and Medical Sales"
Id-27518,"Pharmaceutical, Healthcare and Medical Sales"
Id-27519,"Pharmaceutical, Healthcare and Medical Sales"
Id-27520,Manufacturing & Operations
Id-27524,"Pharmaceutical, Healthcare and Medical Sales"
Id-27527,Clinical Research
Id-27530,Clinical Research
Id-27531,Clinical Research
Id-27535,Clinical Research
Id-27537,Clinical Research
Id-27539,Clinical Research
Id-27544,Clinical Research
Id-27545,Clinical Research
Id-27546,Clinical Research
Id-27547,"Pharmaceutical, Healthcare and Medical Sales"
Id-27548,"Pharmaceutical, Healthcare and Medical Sales"
Id-27551,Clinical Research
Id-27552,"Pharmaceutical, Healthcare and Medical Sales"
Id-27554,Clinical Research
Id-27555,"Pharmaceutical, Healthcare and Medical Sales"
Id-27557,"Pharmaceutical, Healthcare and Medical Sales"
Id-27561,"Pharmaceutical, Healthcare and Medical Sales"
Id-27568,"Pharmaceutical, Healthcare and Medical Sales"
Id-27569,Clinical Research
Id-27570,"Pharmaceutical, Healthcare and Medical Sales"
Id-27571,Clinical Research
Id-27574,Clinical Research
Id-27575,"Pharmaceutical, Healthcare and Medical Sales"
Id-27576,Clinical Research
Id-27579,Clinical Research
Id-27580,"Pharmaceutical, Healthcare and Medical Sales"
Id-27584,Clinical Research
Id-27587,"Pharmaceutical, Healthcare and Medical Sales"
Id-27588,"Pharmaceutical, Healthcare and Medical Sales"
Id-27589,"Pharmaceutical, Healthcare and Medical Sales"
Id-27590,Clinical Research
Id-27591,Science
Id-27593,Clinical Research
Id-27595,Clinical Research
Id-27596,Clinical Research
Id-27597,Clinical Research
Id-27602,Clinical Research
Id-27604,"Pharmaceutical, Healthcare and Medical Sales"
Id-27608,"Pharmaceutical, Healthcare and Medical Sales"
Id-27610,"Pharmaceutical, Healthcare and Medical Sales"
Id-27612,"Pharmaceutical, Healthcare and Medical Sales"
Id-27618,Clinical Research
Id-27619,"Pharmaceutical, Healthcare and Medical Sales"
Id-27621,Clinical Research
Id-27623,"Pharmaceutical, Healthcare and Medical Sales"
Id-27625,"Pharmaceutical, Healthcare and Medical Sales"
Id-27626,"Pharmaceutical, Healthcare and Medical Sales"
Id-27634,Clinical Research
Id-27638,"Pharmaceutical, Healthcare and Medical Sales"
Id-27640,"Pharmaceutical, Healthcare and Medical Sales"
Id-27641,"Pharmaceutical, Healthcare and Medical Sales"
Id-27643,"Pharmaceutical, Healthcare and Medical Sales"
Id-27645,Clinical Research
Id-27646,"Pharmaceutical, Healthcare and Medical Sales"
Id-27648,"Pharmaceutical, Healthcare and Medical Sales"
Id-27649,"Pharmaceutical, Healthcare and Medical Sales"
Id-27651,"Pharmaceutical, Healthcare and Medical Sales"
Id-27654,Clinical Research
Id-27657,"Pharmaceutical, Healthcare and Medical Sales"
Id-27660,Clinical Research
Id-27664,"Pharmaceutical, Healthcare and Medical Sales"
Id-27665,Clinical Research
Id-27666,"Pharmaceutical, Healthcare and Medical Sales"
Id-27667,"Pharmaceutical, Healthcare and Medical Sales"
Id-27668,Clinical Research
Id-27669,"Pharmaceutical, Healthcare and Medical Sales"
Id-27672,"Pharmaceutical, Healthcare and Medical Sales"
Id-27674,Clinical Research
Id-27677,Clinical Research
Id-27678,"Pharmaceutical, Healthcare and Medical Sales"
Id-27680,"Pharmaceutical, Healthcare and Medical Sales"
Id-27684,"Pharmaceutical, Healthcare and Medical Sales"
Id-27685,"Pharmaceutical, Healthcare and Medical Sales"
Id-27688,"Pharmaceutical, Healthcare and Medical Sales"
Id-27692,"Pharmaceutical, Healthcare and Medical Sales"
Id-27697,"Pharmaceutical, Healthcare and Medical Sales"
Id-27698,"Pharmaceutical, Healthcare and Medical Sales"
Id-27704,"Pharmaceutical, Healthcare and Medical Sales"
Id-27707,"Pharmaceutical, Healthcare and Medical Sales"
Id-27708,"Pharmaceutical, Healthcare and Medical Sales"
Id-27709,"Pharmaceutical, Healthcare and Medical Sales"
Id-27710,"Pharmaceutical, Healthcare and Medical Sales"
Id-27711,"Pharmaceutical, Healthcare and Medical Sales"
Id-27718,"Pharmaceutical, Healthcare and Medical Sales"
Id-27719,"Pharmaceutical, Healthcare and Medical Sales"
Id-27721,Clinical Research
Id-27722,"Pharmaceutical, Healthcare and Medical Sales"
Id-27723,"Pharmaceutical, Healthcare and Medical Sales"
Id-27726,"Pharmaceutical, Healthcare and Medical Sales"
Id-27729,"Pharmaceutical, Healthcare and Medical Sales"
Id-27730,Clinical Research
Id-27732,"Pharmaceutical, Healthcare and Medical Sales"
Id-27735,"Pharmaceutical, Healthcare and Medical Sales"
Id-27736,"Pharmaceutical, Healthcare and Medical Sales"
Id-27741,"Pharmaceutical, Healthcare and Medical Sales"
Id-27742,"Pharmaceutical, Healthcare and Medical Sales"
Id-27746,"Pharmaceutical, Healthcare and Medical Sales"
Id-27748,"Pharmaceutical, Healthcare and Medical Sales"
Id-27754,"Pharmaceutical, Healthcare and Medical Sales"
Id-27755,Clinical Research
Id-27758,Clinical Research
Id-27761,"Pharmaceutical, Healthcare and Medical Sales"
Id-27763,"Pharmaceutical, Healthcare and Medical Sales"
Id-27766,"Pharmaceutical, Healthcare and Medical Sales"
Id-27768,"Pharmaceutical, Healthcare and Medical Sales"
Id-27769,"Pharmaceutical, Healthcare and Medical Sales"
Id-27770,"Pharmaceutical, Healthcare and Medical Sales"
Id-27774,"Pharmaceutical, Healthcare and Medical Sales"
Id-27776,"Pharmaceutical, Healthcare and Medical Sales"
Id-27780,"Pharmaceutical, Healthcare and Medical Sales"
Id-27786,Clinical Research
Id-27789,Clinical Research
Id-27791,"Pharmaceutical, Healthcare and Medical Sales"
Id-27793,"Pharmaceutical, Healthcare and Medical Sales"
Id-27795,"Pharmaceutical, Healthcare and Medical Sales"
Id-27796,Clinical Research
Id-27798,Clinical Research
Id-27802,Clinical Research
Id-27805,"Pharmaceutical, Healthcare and Medical Sales"
Id-27806,Clinical Research
Id-27811,Clinical Research
Id-27813,Clinical Research
Id-27817,"Pharmaceutical, Healthcare and Medical Sales"
Id-27822,Clinical Research
Id-27830,"Pharmaceutical, Healthcare and Medical Sales"
Id-27831,"Pharmaceutical, Healthcare and Medical Sales"
Id-27832,"Pharmaceutical, Healthcare and Medical Sales"
Id-27835,Clinical Research
Id-27838,Clinical Research
Id-27842,"Pharmaceutical, Healthcare and Medical Sales"
Id-27845,"Pharmaceutical, Healthcare and Medical Sales"
Id-27848,"Pharmaceutical, Healthcare and Medical Sales"
Id-27849,Clinical Research
Id-27854,"Pharmaceutical, Healthcare and Medical Sales"
Id-27858,"Pharmaceutical, Healthcare and Medical Sales"
Id-27859,"Pharmaceutical, Healthcare and Medical Sales"
Id-27860,"Pharmaceutical, Healthcare and Medical Sales"
Id-27862,"Pharmaceutical, Healthcare and Medical Sales"
Id-27864,"Pharmaceutical, Healthcare and Medical Sales"
Id-27872,Clinical Research
Id-27874,"Pharmaceutical, Healthcare and Medical Sales"
Id-27875,Clinical Research
Id-27877,"Pharmaceutical, Healthcare and Medical Sales"
Id-27879,Clinical Research
Id-27881,"Pharmaceutical, Healthcare and Medical Sales"
Id-27885,Clinical Research
Id-27889,Clinical Research
Id-27890,"Pharmaceutical, Healthcare and Medical Sales"
Id-27891,Clinical Research
Id-27893,"Pharmaceutical, Healthcare and Medical Sales"
Id-27895,"Pharmaceutical, Healthcare and Medical Sales"
Id-27896,Clinical Research
Id-27897,"Pharmaceutical, Healthcare and Medical Sales"
Id-27901,"Pharmaceutical, Healthcare and Medical Sales"
Id-27904,Clinical Research
Id-27907,"Pharmaceutical, Healthcare and Medical Sales"
Id-27912,Clinical Research
Id-27915,"Pharmaceutical, Healthcare and Medical Sales"
Id-27916,Clinical Research
Id-27919,"Pharmaceutical, Healthcare and Medical Sales"
Id-27923,"Pharmaceutical, Healthcare and Medical Sales"
Id-27929,Clinical Research
Id-27933,Clinical Research
Id-27934,"Pharmaceutical, Healthcare and Medical Sales"
Id-27936,Clinical Research
Id-27937,"Pharmaceutical, Healthcare and Medical Sales"
Id-27941,Clinical Research
Id-27942,Clinical Research
Id-27943,Clinical Research
Id-27944,"Pharmaceutical, Healthcare and Medical Sales"
Id-27946,"Pharmaceutical, Healthcare and Medical Sales"
Id-27951,Clinical Research
Id-27954,"Pharmaceutical, Healthcare and Medical Sales"
Id-27956,Clinical Research
Id-27959,"Pharmaceutical, Healthcare and Medical Sales"
Id-27962,Clinical Research
Id-27963,Clinical Research
Id-27967,Clinical Research
Id-27968,"Pharmaceutical, Healthcare and Medical Sales"
Id-27969,"Pharmaceutical, Healthcare and Medical Sales"
